id,groundedness,helpfulness,tone,safety,overall,hallucinated,model
2185275,1,4,5,5,1,no,heuristic-fallback
239810,1,4,5,5,1,no,heuristic-fallback
342843,2,4,5,5,2,no,heuristic-fallback
984518,2,4,5,5,2,no,heuristic-fallback
2341849,2,4,5,5,2,no,heuristic-fallback
2613353,2,4,5,5,2,no,heuristic-fallback
1829967,1,4,5,5,1,no,heuristic-fallback
706928,3,4,5,5,3,no,heuristic-fallback
2575845,2,4,5,5,2,no,heuristic-fallback
1418051,2,4,5,5,2,no,heuristic-fallback
948547,3,4,5,5,3,no,heuristic-fallback
2403568,1,4,5,5,1,no,heuristic-fallback
2766614,2,4,5,5,2,no,heuristic-fallback
2072056,2,4,5,5,2,no,heuristic-fallback
244981,3,4,5,5,3,no,heuristic-fallback
1213499,3,4,5,5,3,no,heuristic-fallback
536644,1,4,5,5,1,no,heuristic-fallback
92536,2,4,5,5,2,no,heuristic-fallback
2090573,2,4,5,5,2,no,heuristic-fallback
2703215,2,4,5,5,2,no,heuristic-fallback
2707376,2,4,5,5,2,no,heuristic-fallback
2505744,1,4,5,5,1,no,heuristic-fallback
571118,2,4,5,5,2,no,heuristic-fallback
486268,1,4,5,5,1,no,heuristic-fallback
1962955,2,4,5,5,2,no,heuristic-fallback
2473499,2,4,5,5,2,no,heuristic-fallback
1919846,3,4,5,5,3,no,heuristic-fallback
457633,2,4,5,5,2,no,heuristic-fallback
417439,2,4,5,5,2,no,heuristic-fallback
327533,2,4,5,5,2,no,heuristic-fallback
2590442,2,4,5,5,2,no,heuristic-fallback
1649067,1,4,5,5,1,no,heuristic-fallback
2037673,2,4,5,5,2,no,heuristic-fallback
410513,1,4,5,5,1,no,heuristic-fallback
2920233,3,4,5,5,3,no,heuristic-fallback
613175,2,4,5,5,2,no,heuristic-fallback
1521851,2,4,5,5,2,no,heuristic-fallback
2545711,1,4,5,5,1,no,heuristic-fallback
1868546,1,4,5,5,1,no,heuristic-fallback
2413038,1,4,5,5,1,no,heuristic-fallback
2523431,2,4,5,5,2,no,heuristic-fallback
1846045,2,4,5,5,2,no,heuristic-fallback
948956,1,4,5,5,1,no,heuristic-fallback
2057065,3,4,5,5,3,no,heuristic-fallback
894888,2,4,5,5,2,no,heuristic-fallback
194326,2,4,5,5,2,no,heuristic-fallback
2793128,2,4,5,5,2,no,heuristic-fallback
2532785,2,4,5,5,2,no,heuristic-fallback
743003,2,4,5,5,2,no,heuristic-fallback
1858198,1,4,5,5,1,no,heuristic-fallback
2371132,2,4,5,5,2,no,heuristic-fallback
2630184,2,4,5,5,2,no,heuristic-fallback
2605280,2,4,5,5,2,no,heuristic-fallback
388101,2,4,5,5,2,no,heuristic-fallback
1834073,2,4,5,5,2,no,heuristic-fallback
2743086,2,4,5,5,2,no,heuristic-fallback
2945814,1,4,5,5,1,no,heuristic-fallback
1889045,2,4,5,5,2,no,heuristic-fallback
609631,2,4,5,5,2,no,heuristic-fallback
536789,2,4,5,5,2,no,heuristic-fallback
1690082,2,4,5,5,2,no,heuristic-fallback
529439,2,4,5,5,2,no,heuristic-fallback
215808,2,4,5,5,2,no,heuristic-fallback
499467,2,4,5,5,2,no,heuristic-fallback
699627,2,4,5,5,2,no,heuristic-fallback
146585,1,4,5,5,1,no,heuristic-fallback
852590,2,4,5,5,2,no,heuristic-fallback
1576955,2,4,5,5,2,no,heuristic-fallback
1421340,1,4,5,5,1,no,heuristic-fallback
874518,2,4,5,5,2,no,heuristic-fallback
1655467,2,4,5,5,2,no,heuristic-fallback
2915940,1,4,5,5,1,no,heuristic-fallback
2565925,2,4,5,5,2,no,heuristic-fallback
2683859,2,4,5,5,2,no,heuristic-fallback
1837267,1,4,5,5,1,no,heuristic-fallback
446491,2,4,5,5,2,no,heuristic-fallback
1812047,2,4,5,5,2,no,heuristic-fallback
2676624,3,4,5,5,3,no,heuristic-fallback
2754477,2,4,5,5,2,no,heuristic-fallback
8553,2,4,5,5,2,no,heuristic-fallback
556226,2,4,5,5,2,no,heuristic-fallback
595327,1,4,5,5,1,no,heuristic-fallback
756619,1,4,5,5,1,no,heuristic-fallback
1205835,2,4,5,5,2,no,heuristic-fallback
2312550,1,4,5,5,1,no,heuristic-fallback
