id,groundedness,helpfulness,tone,safety,overall,hallucinated,model
2575845,2,4,5,5,2,no,heuristic-fallback
1418051,1,4,5,5,1,no,heuristic-fallback
948547,2,4,5,5,2,no,heuristic-fallback
2403568,1,4,5,5,1,no,heuristic-fallback
2766614,2,4,5,5,2,no,heuristic-fallback
2072056,1,4,5,5,1,no,heuristic-fallback
244981,2,4,5,5,2,no,heuristic-fallback
1213499,4,4,5,5,4,no,heuristic-fallback
536644,1,4,5,5,1,no,heuristic-fallback
92536,1,4,5,5,1,no,heuristic-fallback
2090573,2,4,5,5,2,no,heuristic-fallback
2703215,1,4,5,5,1,no,heuristic-fallback
2707376,2,4,5,5,2,no,heuristic-fallback
2505744,2,4,5,5,2,no,heuristic-fallback
571118,1,4,5,5,1,no,heuristic-fallback
486268,1,4,5,5,1,no,heuristic-fallback
1962955,1,4,5,5,1,no,heuristic-fallback
2473499,2,4,5,5,2,no,heuristic-fallback
1919846,3,4,5,5,3,no,heuristic-fallback
457633,2,4,5,5,2,no,heuristic-fallback
417439,1,4,5,5,1,no,heuristic-fallback
327533,1,4,5,5,1,no,heuristic-fallback
2590442,1,4,5,5,1,no,heuristic-fallback
1649067,1,4,5,5,1,no,heuristic-fallback
2037673,1,4,5,5,1,no,heuristic-fallback
410513,2,4,5,5,2,no,heuristic-fallback
2920233,3,4,5,5,3,no,heuristic-fallback
613175,2,4,5,5,2,no,heuristic-fallback
1521851,2,4,5,5,2,no,heuristic-fallback
2545711,1,4,5,5,1,no,heuristic-fallback
1868546,2,4,5,5,2,no,heuristic-fallback
2413038,1,4,5,5,1,no,heuristic-fallback
2523431,1,4,5,5,1,no,heuristic-fallback
1846045,2,4,5,5,2,no,heuristic-fallback
948956,2,4,5,5,2,no,heuristic-fallback
2057065,2,4,5,5,2,no,heuristic-fallback
894888,1,4,5,5,1,no,heuristic-fallback
194326,2,4,5,5,2,no,heuristic-fallback
2793128,1,4,5,5,1,no,heuristic-fallback
2532785,2,4,5,5,2,no,heuristic-fallback
743003,2,4,5,5,2,no,heuristic-fallback
1858198,1,4,5,5,1,no,heuristic-fallback
2371132,1,4,5,5,1,no,heuristic-fallback
2630184,1,4,5,5,1,no,heuristic-fallback
2605280,1,4,5,5,1,no,heuristic-fallback
388101,2,4,5,5,2,no,heuristic-fallback
1834073,1,4,5,5,1,no,heuristic-fallback
2743086,1,4,5,5,1,no,heuristic-fallback
2945814,1,4,5,5,1,no,heuristic-fallback
1889045,1,4,5,5,1,no,heuristic-fallback
609631,1,4,5,5,1,no,heuristic-fallback
536789,2,4,5,5,2,no,heuristic-fallback
1690082,2,4,5,5,2,no,heuristic-fallback
529439,3,4,5,5,3,no,heuristic-fallback
215808,1,4,5,5,1,no,heuristic-fallback
499467,2,4,5,5,2,no,heuristic-fallback
699627,1,4,5,5,1,no,heuristic-fallback
146585,1,4,5,5,1,no,heuristic-fallback
852590,1,4,5,5,1,no,heuristic-fallback
1576955,2,4,5,5,2,no,heuristic-fallback
1421340,2,4,5,5,2,no,heuristic-fallback
874518,2,4,5,5,2,no,heuristic-fallback
1655467,1,4,5,5,1,no,heuristic-fallback
2915940,2,4,5,5,2,no,heuristic-fallback
2565925,1,4,5,5,1,no,heuristic-fallback
2683859,1,4,5,5,1,no,heuristic-fallback
1837267,2,4,5,5,2,no,heuristic-fallback
446491,1,4,5,5,1,no,heuristic-fallback
1812047,2,4,5,5,2,no,heuristic-fallback
2676624,2,4,5,5,2,no,heuristic-fallback
2754477,2,4,5,5,2,no,heuristic-fallback
8553,1,4,5,5,1,no,heuristic-fallback
556226,1,4,5,5,1,no,heuristic-fallback
595327,2,4,5,5,2,no,heuristic-fallback
756619,1,4,5,5,1,no,heuristic-fallback
1205835,2,4,5,5,2,no,heuristic-fallback
2312550,1,4,5,5,1,no,heuristic-fallback
