id,groundedness,helpfulness,tone,safety,overall,hallucinated,model
2527931,3,4,5,5,3,no,heuristic-fallback
188304,2,3,5,5,2,no,heuristic-fallback
2868486,1,4,5,5,1,no,heuristic-fallback
2247445,1,3,5,5,1,no,heuristic-fallback
1031584,2,4,5,5,2,no,heuristic-fallback
1800951,3,3,5,5,3,no,heuristic-fallback
1087447,2,4,5,5,2,no,heuristic-fallback
292784,2,4,5,5,2,no,heuristic-fallback
2803432,3,3,5,5,3,no,heuristic-fallback
1094331,2,3,5,5,2,no,heuristic-fallback
2229502,2,4,5,5,2,no,heuristic-fallback
681584,2,3,5,5,2,no,heuristic-fallback
2185275,3,4,5,5,3,no,heuristic-fallback
239810,2,4,5,5,2,no,heuristic-fallback
342843,2,4,5,5,2,no,heuristic-fallback
984518,2,4,5,5,2,no,heuristic-fallback
2341849,2,3,5,5,2,no,heuristic-fallback
2613353,2,3,5,5,2,no,heuristic-fallback
1829967,2,4,5,5,2,no,heuristic-fallback
706928,2,3,5,5,2,no,heuristic-fallback
2575845,2,4,5,5,2,no,heuristic-fallback
1418051,3,3,5,5,3,no,heuristic-fallback
948547,4,3,5,5,3,no,heuristic-fallback
2403568,3,4,5,5,3,no,heuristic-fallback
2766614,3,4,5,5,3,no,heuristic-fallback
2072056,1,3,5,5,1,no,heuristic-fallback
244981,2,3,5,5,2,no,heuristic-fallback
1213499,1,4,5,5,1,no,heuristic-fallback
536644,2,3,5,5,2,no,heuristic-fallback
92536,2,5,5,5,2,no,heuristic-fallback
2090573,2,4,5,5,2,no,heuristic-fallback
2703215,3,3,5,5,3,no,heuristic-fallback
2707376,3,3,5,5,3,no,heuristic-fallback
2505744,2,3,5,5,2,no,heuristic-fallback
571118,2,5,5,5,2,no,heuristic-fallback
486268,1,4,5,5,1,no,heuristic-fallback
1962955,2,4,5,5,2,no,heuristic-fallback
2473499,2,4,5,5,2,no,heuristic-fallback
1919846,2,3,5,5,2,no,heuristic-fallback
457633,3,2,5,5,2,no,heuristic-fallback
417439,3,5,5,5,3,no,heuristic-fallback
327533,1,4,5,5,1,no,heuristic-fallback
2590442,4,3,5,5,3,no,heuristic-fallback
1649067,3,3,5,5,3,no,heuristic-fallback
2037673,2,3,5,5,2,no,heuristic-fallback
410513,3,3,5,5,3,no,heuristic-fallback
2920233,3,4,5,5,3,no,heuristic-fallback
613175,2,5,5,5,2,no,heuristic-fallback
1521851,3,2,5,5,2,no,heuristic-fallback
2545711,2,5,5,5,2,no,heuristic-fallback
1868546,1,3,5,5,1,no,heuristic-fallback
2413038,2,3,5,5,2,no,heuristic-fallback
2523431,3,5,5,5,3,no,heuristic-fallback
1846045,4,4,5,5,4,no,heuristic-fallback
948956,2,4,5,5,2,no,heuristic-fallback
2057065,3,3,5,5,3,no,heuristic-fallback
894888,3,4,5,5,3,no,heuristic-fallback
194326,3,3,5,5,3,no,heuristic-fallback
2793128,2,4,5,5,2,no,heuristic-fallback
2532785,2,4,5,5,2,no,heuristic-fallback
743003,2,4,5,5,2,no,heuristic-fallback
1858198,2,5,5,5,2,no,heuristic-fallback
2371132,3,3,5,5,3,no,heuristic-fallback
2630184,5,5,5,5,5,no,heuristic-fallback
2605280,4,3,5,5,3,no,heuristic-fallback
388101,3,3,5,5,3,no,heuristic-fallback
1834073,4,3,5,5,3,no,heuristic-fallback
2743086,4,3,5,5,3,no,heuristic-fallback
2945814,5,3,5,5,3,no,heuristic-fallback
1889045,4,4,5,5,4,no,heuristic-fallback
609631,2,4,5,5,2,no,heuristic-fallback
536789,2,3,5,5,2,no,heuristic-fallback
1690082,3,2,5,5,2,no,heuristic-fallback
529439,2,4,5,5,2,no,heuristic-fallback
215808,2,3,5,5,2,no,heuristic-fallback
499467,3,4,5,5,3,no,heuristic-fallback
699627,2,5,5,5,2,no,heuristic-fallback
146585,1,5,5,5,1,no,heuristic-fallback
852590,3,5,5,5,3,no,heuristic-fallback
1576955,3,3,5,5,3,no,heuristic-fallback
1421340,1,4,5,5,1,no,heuristic-fallback
874518,3,3,5,5,3,no,heuristic-fallback
1655467,4,4,5,5,4,no,heuristic-fallback
2915940,1,4,5,5,1,no,heuristic-fallback
2565925,3,5,5,5,3,no,heuristic-fallback
2683859,4,3,5,5,3,no,heuristic-fallback
1837267,4,4,5,5,4,no,heuristic-fallback
446491,4,5,5,5,4,no,heuristic-fallback
1812047,2,4,5,5,2,no,heuristic-fallback
2676624,5,3,5,5,3,no,heuristic-fallback
2754477,2,4,5,5,2,no,heuristic-fallback
8553,2,4,5,5,2,no,heuristic-fallback
556226,4,5,5,5,4,no,heuristic-fallback
595327,1,4,5,5,1,no,heuristic-fallback
756619,1,4,5,5,1,no,heuristic-fallback
1205835,2,4,5,5,2,no,heuristic-fallback
2312550,4,3,5,5,3,no,heuristic-fallback
