id,brand,customer_text,context_parent_text,intent_gold,reply_reference,escalate_gold,escalate_reason_gold,annotator,notes
2057065,AppleSupport,battery is draining faster after updating to iOS 11.0.2 in iPhone 6s. Please fix this in the next update @115858,,battery_performance,"Thanks for flagging the battery drain. Check Settings > Battery for the top usage, update to the latest iOS, and share your model/iOS version so we can dig in.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2664912,AppleSupport,"Thanks for this.
Contacted them. Their frequency of replying is quite slow which is not the case with the supports. I got a reply after 5 days.",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1072753,AppleSupport,MacOS Sierra 10.12.6. I have 1.6ghz i5 MacBook Air - had good battery life until the past week or so but getting worse.... &amp; today terrible!,,battery_performance,"Thanks for flagging the battery drain. Check Settings > Battery for the top usage, update to the latest iOS, and share your model/iOS version so we can dig in.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2676624,AppleSupport,You definitely didn’t sort out my issues. The iOS 11 update killed my battery and now you’re asking me to pay for it. #applesucksnow,,battery_performance,"Thanks for flagging the battery drain. Check Settings > Battery for the top usage, update to the latest iOS, and share your model/iOS version so we can dig in.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1889045,AppleSupport,Help! What’s wrong with my 5s? Upgraded from 10.3.3 to 11.0.3 a week ago. Battery life is horrendous and doesn’t always charge,,battery_performance,"Thanks for flagging the battery drain. Check Settings > Battery for the top usage, update to the latest iOS, and share your model/iOS version so we can dig in.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2868559,AppleSupport,Your agents are way to slow to respond.,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
948547,AppleSupport,iPad mini. My device keeps freezing/running slow when I use twitter,,battery_performance,"Thanks for flagging the battery drain. Check Settings > Battery for the top usage, update to the latest iOS, and share your model/iOS version so we can dig in.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2079339,AppleSupport,After upgrading to iOS 11 my iPhone 6s Plus is much slower can I downgrade to iOS 10 please?,,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1418051,AppleSupport,No space to back up - iPhone 6 went wrong day two outof the box and intermittently since then. Very low volume -overheating- black screen 😤,,hardware_damage_repair,"Sorry to hear that. Book an inspection at your nearest Apple Store or authorised provider, and share your model plus what happened so we can advise next steps.",True,RISK:multi-issue-device-fault,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1065125,AppleSupport,"@VirginTrains He said 'excuse me' I turned and faced him and said 'oh you would like to get passed me now' I stared and smirked then slowly stood up, as he walked off I said 'you are most welcome' manners cost nothing x",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1803304,AppleSupport,is there a way to check my battery health? Think it might need a new one.,,battery_performance,"Thanks for flagging the battery drain. Check Settings > Battery for the top usage, update to the latest iOS, and share your model/iOS version so we can dig in.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2341849,AppleSupport,@AppleSupport since the software update my battery is appalling! Having to charge 2x a day at least... help please 👏🏻,,battery_performance,"Thanks for flagging the battery drain. Check Settings > Battery for the top usage, update to the latest iOS, and share your model/iOS version so we can dig in.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2083382,AppleSupport,Hi! Is there a way to remotely check battery health of the iPhone?,,battery_performance,"Thanks for flagging the battery drain. Check Settings > Battery for the top usage, update to the latest iOS, and share your model/iOS version so we can dig in.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2266152,AppleSupport,This iOS 11 update has messed with touch ID and my screen sensitivity. I don't get it. @AppleSupport,,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
50801,AppleSupport,with the new update still having problem with (notes) fix it,,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2292397,AppleSupport,what are these “?” In place of “I” ive updated my phone but it still happens .... HELP #ios11.1 <URL>,,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2728203,AppleSupport,I am on iOS 11.1.2 on my #iPhoneX and the calculator still doesn’t work correctly if you type in many additions quickly. When will this be fixed??,,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2590442,AppleSupport,how can I️ upgrade? My phone is restarting randomly and I️ cannot lock my phone. I️ have to hold the power button and home button. This is happening 3x’s a day. My phone also turns off when im on FaceTime.,,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
248734,AppleSupport,"my phone keeps turning brightness up, wifi on, and bluetooth on. My phone died and wouldnt turn on for a while. ios 11 👎🏼",,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2797231,AppleSupport,I still see the A &amp; ? Shit doe wtf is dese updates for @115858 @AppleSupport,,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
215808,AppleSupport,I’m going to freak out with this new update. What did you do to my phone!!!!,,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2419762,AppleSupport,My speaker phone  doesn’t work because of this IOS 11.03 update  @AppleSupport @115858,,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
244981,AppleSupport,Very bad that updating iOS can mes with so disadvantages,,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2613353,AppleSupport,my iTunes Match disappeared on the iOS 11.11 (upgrade) on my iPhone 7.  Please help.,,app_store_itunes,"Thanks for flagging this. Try signing out/in of the App Store, restart your device, and share your model/iOS plus a screenshot of any error.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1763686,AppleSupport,hello can I get some support about a problem I’m having with IOS 11.1,,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",True,MISSING-INFO:no-detail,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1846014,AppleSupport,"Hi there, will you be fixing the notifications problems since iOS 11 was released? Last two updates didn’t fix it.",,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2703215,AppleSupport,"YES. I INSTALLED AND IT COMPETED THE UPDATE. AND THEN WHEN II GO IN TO DOUBLECHECK, IT SAYS YOU HAVE THE CURRENT SOFTWARE. AND DOCK JUST FROZE ON TOP, MINUTES BEFORE.",,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
342843,AppleSupport,"i NEVER had a problem with my ipad until i updated, its always lagging touch wise when i first use it everyday @AppleSupport",,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
394455,AppleSupport,I am unable to login,,account_icloud,"Thanks for reaching out. Try signing out/in at Settings > [your name], check your Apple ID at <URL>, and let us know the exact error message (never share your password).",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1645459,AppleSupport,"No this is my 20th try, I’ve restarted, force restarted, turned off iCloud. Tried everything I can think off. Turned off photo backup <URL>",,account_icloud,"Thanks for reaching out. Try signing out/in at Settings > [your name], check your Apple ID at <URL>, and let us know the exact error message (never share your password).",True,RISK:repeated-failure,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
536644,AppleSupport,"Starting Dec 1 - Safari crashing, Mail asking for passwords, Messages won't start,  ""Month 13 is out of bounds"" messages in Console. Basically the same as this guy: <URL>",,account_icloud,"Thanks for reaching out. Try signing out/in at Settings > [your name], check your Apple ID at <URL>, and let us know the exact error message (never share your password).",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2743086,AppleSupport,my Apple TV keeps asking me for a verification code in order to use my apps. I say “ok” &amp; one pops up on my phone (with my old Apple ID (wtf)) &amp; there’s nowhere to enter the verification code. 🤦🏻‍♀️ This thing has been nothing but a pain in the butt.,,account_icloud,"Thanks for reaching out. Try signing out/in at Settings > [your name], check your Apple ID at <URL>, and let us know the exact error message (never share your password).",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
417439,AppleSupport,Apparently your security is awful enough that resetting the password bypasses the phone verification. Well done mates.,,account_icloud,"Thanks for reaching out. Try signing out/in at Settings > [your name], check your Apple ID at <URL>, and let us know the exact error message (never share your password).",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2605280,AppleSupport,@AppleSupport I need help with my podcast feed and your site. I had a connection account and lost my login info,,account_icloud,"Thanks for reaching out. Try signing out/in at Settings > [your name], check your Apple ID at <URL>, and let us know the exact error message (never share your password).",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
372899,AppleSupport,Trying to upload local songs onto my iCloud library to be able to have on Apple Music,,account_icloud,"Thanks for reaching out. Try signing out/in at Settings > [your name], check your Apple ID at <URL>, and let us know the exact error message (never share your password).",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
852590,AppleSupport,"Is this text message genuine, please? I didn't think my Apple ID would expire! <URL>",,account_icloud,"Thanks for reaching out. Try signing out/in at Settings > [your name], check your Apple ID at <URL>, and let us know the exact error message (never share your password).",True,SAFETY:possible-phishing,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
486268,AppleSupport,@AppleSupport @115858 I got an one saying someone paid $400 for a yoga subscription on my apple acct. when I went to log in it said my acct was locked and asked for my social security number too. had to change my password bc I already put my login in :-( it looks just like <URL>,,billing_refund,Thanks for flagging this charge. A specialist needs to review purchases — please DM your order details (no card numbers) and we will escalate this for you.,True,RISK:billing-dispute,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2371132,AppleSupport,I can’t connect a new iPhoneX to iCloud. It says there is a problem communicating with iCloud. Is iCloud down? <URL>,,account_icloud,"Thanks for reaching out. Try signing out/in at Settings > [your name], check your Apple ID at <URL>, and let us know the exact error message (never share your password).",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
174956,AppleSupport,Yes thank you. Just an issue with iCloud for a second.,,account_icloud,"Thanks for reaching out. Try signing out/in at Settings > [your name], check your Apple ID at <URL>, and let us know the exact error message (never share your password).",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2227075,AppleSupport,"Hello, Can't login in <URL> the login module doesn't work",,account_icloud,"Thanks for reaching out. Try signing out/in at Settings > [your name], check your Apple ID at <URL>, and let us know the exact error message (never share your password).",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
609631,AppleSupport,i am not able to login as my account is disabled..this is getting really frustated.....Please directly contact me on my personal number..or directly tell me that you cannot do anything.,,account_icloud,"Thanks for reaching out. Try signing out/in at Settings > [your name], check your Apple ID at <URL>, and let us know the exact error message (never share your password).",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1834073,AppleSupport,can you please tell me why my iCloud storage is full with 1 item in 😩 <URL>,,account_icloud,"Thanks for reaching out. Try signing out/in at Settings > [your name], check your Apple ID at <URL>, and let us know the exact error message (never share your password).",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2523431,AppleSupport,"I forgot my password to my iphone and i need to reset it. The recovery told me it would take 3 days for me to reset it, but I need to reset it now. I am studying abroad and I can not be without a phon in case of an emergency. What should I do?",,account_icloud,"Thanks for reaching out. Try signing out/in at Settings > [your name], check your Apple ID at <URL>, and let us know the exact error message (never share your password).",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1821487,AppleSupport,Can I get a new screen?,,hardware_damage_repair,"Sorry to hear that. Book an inspection at your nearest Apple Store or authorised provider, and share your model plus what happened so we can advise next steps.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2476070,AppleSupport,"Yes, In-fact there support team said the issue tickers were approved yet nothing was done. i have ticket numbers and screen shots that do say the offers and apps were approved yet there still not rewarding the prize for completing the offers.",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1031584,AppleSupport,above screenshot has my order id..please initiate my refund this week please.,,billing_refund,Thanks for flagging this charge. A specialist needs to review purchases — please DM your order details (no card numbers) and we will escalate this for you.,True,RISK:billing-dispute,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1858198,AppleSupport,"my apple pay has suddenly stopped working, try to open the wallet and I just get a blank screen. any ideas?",,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
239810,AppleSupport,"hi, the keyboard does not fill the screen in landscape mode in the message application <URL>",,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2838682,AppleSupport,"If I swipe down from the top of the screen, it shows me the same Music thing with a play button. I don't think I've ever swiped down  before so I don't know if this is new behavior.  I've certainly never seen a music widget thing on my lock screen before.",,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2849293,AppleSupport,Thanks v much Lewis (and not your fault at all 😊). That doesn't fix my broken laptop before I head off overseas for work until Xmas but will find a solution...,,hardware_damage_repair,"Sorry to hear that. Book an inspection at your nearest Apple Store or authorised provider, and share your model plus what happened so we can advise next steps.",True,RISK:urgent-repair,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2019586,AppleSupport,"We know about the broken down train, we have no information about when a train will come to take us on our journey.  Screen says ""Delayed""",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1353641,AppleSupport,"Also, what in the world is this screen? Why is it blank? Where is “Up Next”? What is going on? @115858 @AppleSupport <URL>",,software_update,"Thanks for reporting this update issue. Try restarting, then Settings > General > Software Update again — tell us your model and iOS version plus any error shown.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2441809,AppleSupport,if you all listened to your customers and stopped assuming they are tech illiterate it would assist in you all not coming off as assholes while assisting them. My brand new iphone's screen shouldn't have stopped working already.,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
681584,AppleSupport,"actually it did record in my phone,  but upon further inspection it showed a screen that said ""channel unavaliable""",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",True,MISSING-INFO:unclear-product,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
8553,AppleSupport,ya.. i did that way like 3-4times for make my screen finally worked out. whats the causes anw?  what tips to prevent it wont happen again?,,hardware_damage_repair,"Sorry to hear that. Book an inspection at your nearest Apple Store or authorised provider, and share your model plus what happened so we can advise next steps.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
894888,AppleSupport,"So my lock screen won’t let me control my music app it’ll just show it as music, my screen glitches a lot either will drag things from",,hardware_damage_repair,"Sorry to hear that. Book an inspection at your nearest Apple Store or authorised provider, and share your model plus what happened so we can advise next steps.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1365317,AppleSupport,Your wrong. There is a cable there. It’s just broken and is why no one who owned it before had service,,hardware_damage_repair,"Sorry to hear that. Book an inspection at your nearest Apple Store or authorised provider, and share your model plus what happened so we can advise next steps.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1837267,AppleSupport,"It seems to have resolved on its own! Not sure what happened, but the time/date is back on my lock screen. Thank you for your response.",,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
815395,AppleSupport,Hell nawl all yall can eat a toasted dick sandwich these high ass prices for this bullshit coverage,,warranty_applecare,"Good question — check coverage at <URL> with your serial number, and tell us the model and purchase date so we can point you to the right option.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
1869066,AppleSupport,I have @115725 phone and a company phone on @115714. I travel all over the country for my job and coverage area isn’t comparable between 2,,other_offtopic,"Thanks for reaching out. Could you share a few more details — device model, iOS version, and what you were doing — so we can point you the right way?",False,OK:auto-resolvable,author-single-pass-2026-09-10,"truncated-ambiguous: labelled on visible text, escalated if unclear"
1040180,AppleSupport,Is there a way to buy a extended warranty for a MacBook Pro bought a couple of  weeks ago?,,warranty_applecare,"Good question — check coverage at <URL> with your serial number, and tell us the model and purchase date so we can point you to the right option.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2139906,AppleSupport,Magnum Moss Warranty Act 3 to 4 attempts to fix considered unreasonable. @AppleSupport 5th time? Warranty breached,,warranty_applecare,"Good question — check coverage at <URL> with your serial number, and tell us the model and purchase date so we can point you to the right option.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2025310,AppleSupport,"iphone 6 Ear speaker is not working now plz guide me on this,my phone is out of warranty now.What will be the price of same",,hardware_damage_repair,"Sorry to hear that. Book an inspection at your nearest Apple Store or authorised provider, and share your model plus what happened so we can advise next steps.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
327533,AppleSupport,"It's out of warranty, what are my options?",,warranty_applecare,"Good question — check coverage at <URL> with your serial number, and tell us the model and purchase date so we can point you to the right option.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
2072056,AppleSupport,if you buy a iPhone in the USA is the warranty still valid in the U.K.,,warranty_applecare,"Good question — check coverage at <URL> with your serial number, and tell us the model and purchase date so we can point you to the right option.",False,OK:auto-resolvable,author-single-pass-2026-09-10,weak-draft-reviewed; truncated tweets native to twcs (ellipsis)
